,movie,vid_ids,views,likes,dislikes,comments
1635,The Replacement Killers,Y1s3Gq1NYK4,131738,547,41,53
1636,Fled,6BD15eLcMd0,83460,217,11,26
1637,Eight Legged Freaks,RvEZ32oFtTw,497762,2131,117,289
1638,Love & Other Drugs,h6w7Dh-QxzY,6077429,30434,823,490
1639,88 Minutes,zUCd805JDJk,742420,948,89,111
1640,North Country,G97YdXT7sHk,151856,595,31,37
1641,The Whole Ten Yards,bdQxiIfGxxM,33266,160,15,6
1642,Splice,8pIeSYhipUs,6105488,21310,1380,1400
1643,Howard the Duck,yeU4UlDWfKI,403974,1049,77,128
1644,Pride and Glory,U3vHPRdi5Wc,145664,225,17,35
1645,The Cave,QP4DsyaB1eE,613191,2156,164,152
1646,Alex & Emma,cMEvxaFvxps,28932,55,4,3
1647,Wicker Park,Dy99aOBE2RU,58848,328,10,25
1648,Fright Night,TGQ1yMnKjUY,227777,1650,40,147
1649,The New World,m1C5dLnvlzg,1548898,19787,1520,1629
1650,Wing Commander,Y9qddSX5ghE,19645,183,5,31
1651,In Dreams,_LfolNXqfss,67611,437,30,55
1652,Dragonball Evolution,T4_wHfz2qUA,1566490,8330,20708,2862
1653,The Last Stand,oc0x-jiewTE,3438067,7370,326,1084
1654,Godsend,UWI2qZC_KUY,115348,327,21,19
1655,Chasing Liberty,9tyAA22yuJc,968647,6632,135,187
1656,Hoodwinked Too! Hood VS. Evil,3-WzAOiC2E8,72791,285,51,0
1657,An Unfinished Life,A1NLVAWMEo8,286931,628,27,43
1658,The Imaginarium of Doctor Parnassus,Iqe85ffv9-w,507208,2199,90,212
1659,Barney's Version,OtNlrEBrp8Y,65068,143,10,5
1660,Runner Runner,UFPqyNvNzvU,3674544,5365,441,828
1661,Antitrust,I7hhqX1PANU,113654,451,16,211
1662,Glory,0hVrYRqeT5M,367671,2170,50,202
1663,Once Upon a Time in America,LcpCRyNo8T8,1059766,5941,166,540
1664,Dead Man Down,6WKmnAcMTKM,5723959,7165,542,1676
1665,The Merchant of Venice,su0-zDsppTU,122120,787,31,61
1666,The Good Thief,LYnwrJX5flk,132628,177,10,14
1667,Supercross,z4p16x6zEsc,1068528,1817,122,85
1668,Miss Potter,PqF25DJk-fo,222594,1248,26,49
1669,The Promise,zwut1DUXaZc,3367953,,,
1670,DOA: Dead or Alive,K7YFKZ2vjHM,29754,126,8,4
1671,The Assassination of Jesse James by the Coward Robert Ford,6RwAWZtK5Uw,1449534,8125,172,711
1672,1911,GXNMUh4Ckts,572845,1636,88,200
1673,Little Nicholas,S19VPML9gBw,5641,61,2,0
1674,Wild Card,7fJGbTfFPkM,14565849,26437,1140,1228
1675,Machine Gun Preacher,eddnloOFjwY,4454900,8588,416,2102
1676,Animals United,DXZ7AiuueH0,184863,281,43,62
1677,Goodbye Bafana,IFqlLnAYwC0,267446,251,17,37
1678,United Passions,cKLNPlwxTPA,132270,123,771,127
1679,Grace of Monaco,fvfjpeeDJjg,1600546,5344,237,462
1680,Savva. Heart of the Warrior,NxzT4INj5n8,152055,557,25,47
1681,Ripley's Game,izIgroi7_NU,76845,166,21,38
1682,Sausage Party,WVAcTZKTgmc,14788284,69937,7808,7335
1683,Pitch Perfect 2,OgPm-yaLoyo,2895864,11498,478,589
1684,Walk the Line,6-oNSs_XMxI,384566,2811,45,74
1685,Keeping the Faith,1V388ePOVtM,328493,459,26,84
1686,The Borrowers,lgZQ8gyUlwI,793085,2953,123,256
1687,Frost/Nixon,O9S1RKNgdLw,58488,314,14,36
1688,Confessions of a Dangerous Mind,mWyLE7kjGrw,213058,677,42,58
1689,Serving Sara,yH5LUdNfKb0,296887,367,21,50
1690,The Boss,yakeigyf0vc,8321540,35469,1839,1484
1691,Cry Freedom,YENUNSKOQ-M,61864,192,14,9
1692,Mumford,vJnC51vsk5A,6039,46,2,7
1693,Seed of Chucky,CKc-mP5xXQY,226406,1604,111,88
1694,The Jacket,rCxQ83Pg1Ko,1717555,3372,129,502
1695,Aladdin,foyufD52aog,52198397,736900,42957,55644
1696,Straight Outta Compton,oyoew4T74_w,6417775,38351,828,2450
1697,Indiana Jones and the Temple of Doom,WBdyLyijZhU,67106,545,26,51
1698,The Rugrats Movie,bbR-X2mJRWE,66177,342,18,0
1699,Along Came a Spider,rJsAVoKlbLk,278933,872,58,82
1700,Florence Foster Jenkins,HszfdNS0JSc,2192306,8714,320,587
1701,Once Upon a Time in Mexico,7JrCqCz6CBA,119367,927,30,62
1702,Die Hard,jaJuwKCmJbY,954132,6424,204,785
1703,Role Models,7RChtV9AH4M,454868,2243,73,75
1704,The Big Short,vgqG3ITMv1Q,11399439,35984,1259,2954
1705,Taking Woodstock,lBtg3H_w4UE,884053,2550,66,277
1706,Miracle,Bd0_Dm2xlEM,81596,430,10,28
1707,Dawn of the Dead,j69OPw9nFHw,1757863,6871,308,774
1708,The Wedding Planner,Ai7N3IhM0YU,2914049,22244,449,347
1709,Space Pirate Captain Harlock,1vdw0If6Zzg,743989,2691,55,217
1710,The Royal Tenenbaums,caMgokYWboU,798013,5832,95,132
1711,Identity,TQkG2x3qTf4,1059054,5643,142,401
1712,Last Vegas,TvK3m0wJutI,2393895,4116,293,319
1713,For Your Eyes Only,e0iF8TCk4Fw,810190,3203,167,352
1714,Serendipity,ePU2Ux9JIMM,3062243,10856,253,630
1715,Timecop,7OPLHgw54h4,507183,1698,59,270
1716,Zoolander,MaEeSJZYkpY,803048,1888,128,77
1717,Safe Haven,p4vhm3_-3VM,5409564,16846,605,881
1718,Hocus Pocus,F4e6YQFrt1s,1398421,6245,282,0
1719,No Reservations,APNTQlcbNAI,2236257,15040,323,215
1720,Kick-Ass,2rpXHqnGDXo,1747948,9004,252,706
1721,30 Minutes or Less,nfOt-Go3ECA,910771,4520,213,238
1722,Dracula 2000,UrW2wng-MYc,402262,1996,127,154
1723,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Z_dideF5qvk,6703018,18731,1262,0
1724,Pride & Prejudice,1dYv5u6v55Y,4864809,30717,531,1031
1725,Blade Runner,eogpIG53Cis,6043680,20541,852,2579
1726,Rob Roy,p76fH8_a32Y,15517,178,4,44
1727,3 Days to Kill,yswZKfnmf7c,5662471,15735,919,885
1728,We Own the Night,vCXVToxZNB4,207927,898,40,53
1729,Lost Souls,FDZQ6xFJA6E,63899,,,36
1730,Winged Migration,AzJqF3WdN80,24843,343,70,32
1731,Just My Luck,rkJInkePtOY,2634536,13447,292,341
1732,"Mystery, Alaska",a80x06Wn91U,456839,655,39,76
1733,The Spy Next Door,fa2RZf0m39g,662181,2121,137,137
1734,A Simple Wish,cVYQN5Al1ck,84425,331,11,0
1735,Ghosts of Mars,XbmFwk8n0f0,223281,1061,77,151
1736,Our Brand Is Crisis,LDh17hmTQ74,1084469,4178,236,243
1737,Pride and Prejudice and Zombies,foGraEVNI0s,10623643,38746,4289,3616
1738,Kundun,TW2USm6wTSA,137793,329,14,85
1739,How to Lose Friends & Alienate People,l7jHYIEvwOE,414818,2187,73,99
1740,Kick-Ass 2,Td921lYSBIA,3568181,15150,620,1209
1741,Alatriste,SHYEjR6N3OM,176712,266,27,6
1742,Brick Mansions,4CzcsN4k9FM,5872645,19536,709,2010
1743,Octopussy,q1hLWZzgZvU,104006,711,24,95
1744,Knocked Up,cv01Mcdf8rI,5042504,19537,536,384
1745,My Sister's Keeper,shIgnez2Qxg,1630390,14060,201,344
1746,Welcome Home Roscoe Jenkins,wfTyPryL3BQ,358477,1340,56,62
1747,A Passage to India,UxaPT6UbdAE,15559,77,14,2
1748,Notes on a Scandal,AruRpjQquQQ,3079836,5005,382,600
1749,Rendition,yxfKSOyg5VQ,125737,405,23,34
1750,Star Trek VI: The Undiscovered Country,RYA2q2Sm_Jo,33683,374,5,71
1751,Divine Secrets of the Ya-Ya Sisterhood,_Qq_DwizL0k,101899,497,35,32
1752,Kiss the Girls,duTNQE0NnlI,75402,,,
1753,The Blues Brothers,2HCR4c1zPyk,478177,2119,69,146
1754,The Sisterhood of the Traveling Pants 2,6gWcI4MkR3A,581799,3683,52,77
1755,Joyful Noise,e1Cj-_o2FGQ,211155,1105,33,48
1756,About a Boy,-apwoGTpi7E,1446932,3345,159,284
1757,Lake Placid,xNP_FyUjysk,667568,2796,140,175
1758,Lucky Number Slevin,mGQmSCQrKKQ,432188,1301,56,93
1759,The Right Stuff,ElzIPn1pXWE,505611,2030,81,229
1760,Anonymous,uBmnkk0QW3Q,4822255,9487,838,2260
1761,The NeverEnding Story,YKGYgFPAP14,140087,1239,21,151
1762,Dark City,gt9HkO-cGGo,1342226,7527,231,862
1763,The Duchess,UVGxDAGFCNE,934364,13639,589,458
1764,Return to Oz,6CDXnaPHqy8,189572,565,290,161
1765,The Newton Boys,UJDYrGDE0Ww,67686,199,5,13
1766,Case 39,Cd9t9yHK7Mw,1449437,9030,287,528
1767,Suspect Zero,gT2YJUE0IM4,39462,212,10,9
1768,Martian Child,e3XESGPbvrE,21402,137,6,8
1769,Spy Kids: All the Time in the World,dnLaMk3jmJs,112240,267,74,0
1770,Money Monster,va-0o_xBVnU,2570023,9621,480,878
1771,The 51st State,UXMgG1iIBDI,136316,276,28,44
1772,Flawless,ObrdmtHZsvw,148465,574,31,36
1773,Mindhunters,ZTLaj8JuIsc,159676,488,37,30
1774,What Just Happened,6zOh4bPsVm4,18323,74,11,3
1775,The Statement,DLZqRaw8cWY,703,2,0,0
1776,The Magic Flute,2yS9-9ic9A4,64883,386,6,17
1777,Paul Blart: Mall Cop,dfzmYp60I7w,236746,1265,49,117
1778,Freaky Friday,UShtvCen6So,2201409,,,476
1779,The 40 Year Old Virgin,Xh9PapCA1ms,108890,805,23,42
1780,Shakespeare in Love,gk1rTKB6ZF8,944346,3276,139,252
1781,A Walk Among the Tombstones,0JjRoh13vzY,3775096,5580,588,509
1782,Kindergarten Cop,PeH_fzD5W8w,502222,2007,67,129
1783,Pineapple Express,BWZt4v6b1hI,2202622,9385,244,422
1784,Ever After: A Cinderella Story,szP9U0uLl5U,212124,1465,26,146
1785,Open Range,4werfN6fQ44,716648,1133,68,113
1786,Flatliners,a1S52y5ZVlY,3350272,21370,1626,2000
1787,A Bridge Too Far,AWL184ZcSxA,781975,2986,62,328
1788,Red Eye,XP0DdJ6_5xU,336890,1797,61,116
1789,Final Destination 2,_S9V0uFGKSs,517117,1519,82,134
1790,"O Brother, Where Art Thou?",eW9Xo2HtlJI,690185,1482,75,86
1791,Legion,4SZ3rMMYBLY,7701315,42821,1359,3075
1792,Pain & Gain,SEQ8jyvmYtw,22411187,62407,3174,6931
1793,In Good Company,u8bNAa2gcMM,150671,,,15
1794,Clockstoppers,lHpsOu32dYE,51367,468,14,60
1795,Silverado,DnvbcPmRsKI,24063,167,8,5
1796,Brothers,0Jvi7OcEQWM,2136008,18332,365,742
1797,Agent Cody Banks 2: Destination London,zHuZbzA7_UM,12828,115,1,13
1798,New Year's Eve,h_dt27_0vL4,1874316,7236,348,358
1799,Original Sin,L5xoAd6ejWk,86163,253,18,16
1800,The Raven,7lzFIcfdH7g,606625,2716,96,180
1801,Welcome to Mooseport,ydxisYfODz4,64238,128,17,48
1802,Highlander: The Final Dimension,nz1l7gpAYGI,24817,72,2,5
1803,Blood and Wine,UZP1W6D6aZA,1006499,14121,129,1354
1804,Snow White: A Tale of Terror,128Q-SK7Fzc,255522,901,31,115
1805,The Curse of the Jade Scorpion,_XQ_jlkWP7Y,11805,182,4,
1806,Accidental Love,OwCatikaHNM,6370270,10896,1218,737
1807,Flipper,YQRbTNN-jNE,347992,1347,37,230
1808,Self/less,3agaVwt0tb8,9298299,32089,881,1221
1809,The Constant Gardener,1l1lzzfpWFU,496905,1634,76,98
1810,The Passion of the Christ,4Aif1qEB_JU,3912314,23648,876,3661
1811,Mrs. Doubtfire,RzZsdL-EGwg,472350,771,47,86
1812,Rain Man,mlNwXuHUA8I,2986154,11878,340,552
1813,Gran Torino,RMhbr2XQblk,1572581,10670,241,598
1814,W.,iFyxffHNwvE,1647499,13552,186,390
1815,Taken,uPJVJBm9TPA,2130098,10950,279,481
1816,The Best of Me,cQszhfoP_WI,13792708,60941,1179,2267
1817,The Bodyguard,4JFRdJTszRM,1401842,5755,163,332
1818,Schindler's List,gG22XNhtnoY,3260800,20094,565,1148
1819,The Help,aT9eWGjLv6s,1402481,7725,252,359
1820,The Fifth Estate,ZT1wb8_tcYU,3953920,14382,1259,2835
1821,Scooby-Doo 2: Monsters Unleashed,TT76WvGRGEs,439496,1858,96,130
1822,Forbidden Kingdom,2o9rv1SN1HY,530971,1841,91,121
1823,Freddy vs. Jason,0Agkg4az_9E,486416,4982,284,227
1824,The Face of an Angel,ag_I15RBl-0,1023531,2315,197,158
1825,Jimmy Neutron: Boy Genius,f7vGlqs3-cE,791202,,,
1826,Cloverfield,wxqSIsxMlYQ,1453920,6072,312,557
1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,al9jfY7zOBY,666813,2513,129,0
1828,The Untouchables,2cGat1xI8G8,255755,2093,47,108
1829,No Country for Old Men,38A__WT3-o0,3379844,18274,481,1108
1830,Ride Along,5klp6rkHIks,12096929,42240,1408,2037
1831,Bridget Jones's Diary,EH9CWWqb-6E,662343,1967,60,63
1832,Chocolat,692hOJq1KJE,759372,3248,101,94
1833,"Legally Blonde 2: Red, White & Blonde",I25jkF0bdJk,45063,273,5,9
1834,Parental Guidance,PRi-suyvvKg,48391,267,22,18
1835,No Strings Attached,XGmsRMvQ2AM,715718,3542,115,64
1836,Tombstone,XTWYKf5hXIg,1553599,3455,149,400
1837,Romeo Must Die,w500paj_MPU,1339760,7104,264,528
1838,The Omen,sS-sXcx30O4,284897,1920,71,173
1839,Final Destination 3,ectjqGg92M8,624713,2887,181,157
1840,The Lucky One,9w8lE83oYeM,6889144,20283,670,1057
1841,Bridge to Terabithia,_DSGAeeDXO0,244238,1505,71,98
1842,Finding Neverland,M5_AOB9eCDM,1963576,27720,401,540
1843,A Madea Christmas,2zFenzWARtc,3120525,16222,953,859
1844,The Grey,ujrBaHS8UTg,2113127,9940,391,520
1845,Hide and Seek,nwCiwmroCJQ,12955,101,11,21
1846,Anchorman: The Legend of Ron Burgundy,QvJ1K0_JzFI,179537,986,28,28
1847,GoodFellas,2ilzidi_J8Q,1218882,9592,134,622
1848,Agent Cody Banks,POuidamDbX0,31079,269,8,6
1849,Nanny McPhee,54xMw6eouOM,2317512,8595,569,431
1850,Scarface,7pQQHnqBa2E,5093171,22701,604,1409
1851,Nothing to Lose,kJIrwD7brcY,145861,777,64,134
1852,The Last Emperor,QBUbmT8cCkM,347856,1425,31,155
1853,Contraband,reuri4lT7jI,169708,4567,180,236
1854,Money Talks,juTBjT-hzlc,128349,511,18,29
1855,There Will Be Blood,FeSLPELpMeM,2610452,15411,282,1252
1856,The Wild Thornberrys Movie,KhB95HEZT04,419067,828,53,0
1857,Rugrats Go Wild,Pb8FpdXuU8U,325908,735,56,122
1858,Undercover Brother,nDsHC3iFeTI,408522,1794,61,108
1859,The Sisterhood of the Traveling Pants,eV1IkLvTe1I,1205195,5945,202,310
1860,Kiss of the Dragon,oUAoFsHUpWQ,91415,449,42,9
1861,The House Bunny,i-RmuzppVuM,2806700,7101,222,299
1862,Beauty Shop,twy94Qb5EIs,28528,250,7,13
1863,Million Dollar Arm,lEtNIoPxcq8,2586807,11089,360,0
1864,The Giver,uxFJvlWqphM,2874089,12555,555,2014
1865,What a Girl Wants,ah1L40a4X98,1481859,10325,193,192
1866,Jeepers Creepers 2,H1IA0LvpEpg,820652,3334,140,264
1867,Good Luck Chuck,Mfd-BbBsGM4,2881527,11849,556,159
1868,Cradle 2 the Grave,VJ2yu0PEkoI,477025,1929,67,197
1869,The Hours,TZJCVilXbjQ,808233,3322,94,189
1870,She's the Man,jf67WlthWXk,2572960,29345,586,603
1871,Mr. Bean's Holiday,hSxLUd8aly4,1055928,3391,153,183
1872,Anacondas: The Hunt for the Blood Orchid,UtBq5lox-1Q,4381493,3290,542,332
1873,Blood Ties,SYBr768Q3mo,237839,425,25,32
1874,August Rush,zhpwjrbeoJQ,783272,4291,121,141
1875,Elizabeth,DyGBwrtIamw,1936174,4103,276,335
1876,Bride of Chucky,I-WZYQ6nABA,747003,2961,176,174
1877,Tora! Tora! Tora!,2QwaNhalGcQ,41721,129,6,15
1878,Spice World,BmSBtOHzGPM,339571,1414,71,223
1879,The Sitter,kTmF4UnkkbA,627874,2800,115,138
1880,Dance Flick,GXvZv9RW6Ng,87003,893,26,46
1881,The Shawshank Redemption,NmzuHjWmXOc,1866408,7589,203,479
1882,Crocodile Dundee in Los Angeles,qyvT0efw36s,55586,232,12,34
1883,Kingpin,ivpFM1hLr9I,44769,260,7,16
1884,The Gambler,Y5gPQXbFs9Y,6981249,11309,753,831
1885,August: Osage County,9Hd_uO72h1s,3066819,5498,359,1118
1886,Ice Princess,BXwTJoBPgq0,159399,655,20,39
1887,A Lot Like Love,MRPr34vEbC8,3997577,5165,139,481
1888,Eddie the Eagle,hyzQjVUmIxk,5538283,13237,264,743
1889,He Got Game,h4uJ6938buE,361594,1732,55,89
1890,Don Juan DeMarco,AteQZ7q6rtA,966640,3422,122,136
1891,Dear John,r0fq5dd0C60,12812315,46972,1013,4457
1892,The Losers,cm5q8BXSmhI,891718,5213,141,158
1893,Don't Be Afraid of the Dark,8DNqpUH4tpw,807085,3807,164,514
1894,War,tQ0mzXRk-oM,131406122,1822833,80537,91304
1895,Punch-Drunk Love,IRbca0W1pJ4,909065,3605,99,369
1896,EuroTrip,yZSoJtFxP4A,355184,2882,86,87
1897,Half Past Dead,pPfFjlZufmk,158135,791,51,43
1898,Unaccompanied Minors,w3PkuZf6OrA,113670,889,23,0
1899,"Bright Lights, Big City",VdPuJoGSFlc,41939,315,9,38
1900,The Adventures of Pinocchio,yT-j_bSJyX0,28321,103,8,18
1901,The Greatest Game Ever Played,au9nFe4mjIA,490932,1202,48,0
1902,The Box,nSOjMkoBYYA,1151724,3948,238,528
1903,The Ruins,x3JKmTK70Mc,383442,2230,94,153
1904,The Next Best Thing,IqtFMaO-cZs,105037,967,34,45
1905,My Soul to Take,LjOibAVPQKk,412787,2160,88,211
1906,The Girl Next Door,Ja-48KBscso,46536,217,9,8
1907,Maximum Risk,rlHpjaePUfo,293001,646,29,59
1908,Stealing Harvard,mmJD7_ueDLc,141542,183,22,26
1909,Legend,yI3v6KfR9Mw,12975227,47215,1213,2673
1910,Hot Rod,yByhd7FAOug,188527,1371,40,55
1911,Shark Night,c38GMlPPCTA,2976577,14967,875,428
1912,Angela's Ashes,NPXP17JJ4GY,231412,771,34,72
1913,Draft Day,xpvInmz-EJM,721428,1782,176,228
1914,Lifeforce,MOF0Ov8isvI,112136,635,19,54
1915,The Conspirator,CmoESMxbIIY,89870,311,9,47
1916,Lords of Dogtown,AUjR4G4yNpY,120842,1118,17,46
1917,The 33,hOoIBOYqHyw,7227217,22151,1273,1791
1918,Big Trouble in Little China,AXsBBqPb5YE,240818,2201,67,224
1919,Fly Me to the Moon,bUZVeLnzeB4,174175,425,12,17
1920,Warrior,79rtcCnaeyo,1893364,13563,371,1078
1921,Michael Collins,gb0BCqgMPmo,381435,1246,30,301
1922,Gettysburg,9Vz5f9NOVuk,459143,1991,50,304
1923,Stop-Loss,KyYa7yhlYqM,61331,400,8,15
1924,Abandon,qUWZZV4Kt8Y,260612,802,37,35
1925,Brokedown Palace,p-xXGVsYOyM,671666,1104,67,309
1926,The Possession,WVjggWQRlQQ,5795468,43380,1733,1495
1927,Mrs. Winterbourne,ukQ9SfY2gJo,73829,400,9,49
1928,Straw Dogs,jc2WepwFcWE,2123139,3865,358,1090
1929,The Hoax,wcHAcQhGcPw,176498,813,135,161
1930,Stone Cold,1bNfag1hosI,171812,437,27,35
1931,The Road,94KcI0gLq1A,1898337,6794,249,1007
1932,Sheena,c7VE03xre3Q,161121,752,36,79
1933,Underclassman,nB3rqT7X4Bw,189717,753,27,21
1934,Say It Isn't So,MUNSzbk8Duw,256350,780,41,48
1935,The World's Fastest Indian,02Yy1vihIKs,1232070,5002,181,242
1936,Tank Girl,mef757ZGUIU,83040,678,18,85
1937,King's Ransom,YICQRjjs4ws,53166,268,11,9
1938,Blindness,XvTvP55cxM0,217579,1155,47,96
1939,BloodRayne,bSMS9IwtD3Y,704010,916,149,181
1940,Carnage,-FmWuCgJmxo,46476775,1101691,15781,56765
1941,Where the Truth Lies,Q8CXNQHnMaE,11733,32,6,0
1942,Cirque du Soleil: Worlds Away,phLl1JWNVw4,220997,1178,48,50
1943,Without Limits,e2MpP3M9oCk,114897,383,14,7
1944,Me and Orson Welles,JVm7t1udP-g,93600,309,8,35
1945,The Best Offer,zJGleGyahC8,2090840,5482,223,550
1946,The Bad Lieutenant: Port of Call - New Orleans,2N5UcZJHy4g,96548,225,21,30
1947,A Turtle's Tale: Sammy's Adventures,eb6NS4IAfT4,76947,204,33,0
1948,Little White Lies,WyCtRXWz4Cs,682587,635,48,75
1949,Love Ranch,Or9cEl60BLo,70478,139,36,43
1950,The True Story of Puss 'n Boots,zen6Pt4WYNA,16634,75,29,17
1951,Space Dogs,P39r6XDvkiA,50131,238,36,
1952,The Counselor,6ML50I0mVHY,3254045,6971,412,1024
1953,Ironclad,KnoTSlCzAuM,1410559,1352,129,300
1954,Waterloo,JmRDwWiz6kw,135123,,,
1955,Kung Fu Jungle,ZcYtuuz4H-c,163887,504,23,12
1956,Red Sky,U8M_1eyrBtQ,2607599,39142,1068,3057
1957,Dangerous Liaisons,dO3U2dBwuWA,368595,1934,50,182
1958,On the Road,su75_mcryO4,1711324,5625,258,259
1959,Star Trek IV: The Voyage Home,QOhoIBkOYf0,39441,359,4,42
1960,Rocky Balboa,8tab8fK2_3w,2003356,10407,246,522
1961,Scream 2,C-j2TLBmTBY,585696,3077,78,330
1962,Jane Got a Gun,9AKf06lP2Gk,802590,3484,189,371
1963,Think Like a Man Too,N8b6kVSZNLE,10600106,31533,3447,1821
1964,The Whole Nine Yards,G3cEKSODO1M,429083,1542,66,87
1965,Footloose,P4narQca4Oc,336133,2135,47,133
1966,Old School,HNyxTUX-9_U,459401,1709,66,40
1967,The Fisher King,kyKGLSKXZkw,402639,2080,52,174
1968,I Still Know What You Did Last Summer,Bm3-443K2V4,111825,1007,30,90
1969,Return to Me,ZQNifpPNmTk,300289,834,35,70
1970,Zack and Miri Make a Porno,hzxhbxXmbq4,92933,263,20,13
1971,Nurse Betty,T6CkdsKu2dI,136552,225,23,30
1972,The Men Who Stare at Goats,GC2TzspJn5A,2477698,7073,566,1101
1973,Double Take,Hqs_YA2UZH4,19529,91,5,14
1974,"Girl, Interrupted",qHeqq6b6Vtw,314487,3598,46,120
1975,Win a Date with Tad Hamilton!,aQ-aOoAbEXI,1786907,19390,198,258
1976,Muppets from Space,ze_tsDEuYEg,66741,460,22,0
1977,The Wiz,CGtnHaEK66s,305274,1882,105,346
1978,Ready to Rumble,AfTvmbizNyQ,238522,596,33,97
1979,Play It to the Bone,vLIllXQVBos,524,4,0,0
1980,I Don't Know How She Does It,MJPKOS9DZeg,1946318,12601,309,158
1981,Piranha 3D,hKVY94MpUiE,508586,1514,110,206
1982,Beyond the Sea,Bz8bY2xn3bA,37543,236,10,33
1983,Meet the Deedles,7VzQtdmnRL0,10080,74,4,23
1984,The Thief and the Cobbler,HMORDgnxNs8,290154,1412,61,
1985,The Bridge of San Luis Rey,1zfjQRFhIj8,2692,23,0,2
1986,Faster,XDBeFAlgjio,1420933,5806,243,183
1987,Howl's Moving Castle,iwROgK94zcM,6559995,77827,996,3330
1988,Zombieland,8m9EVP8X7N8,7055818,36377,1426,1468
1989,The Waterboy,1HYpS-KF_pg,247363,892,134,78
1990,The Empire Strikes Back,JNwNXF9Y6kY,2161907,15466,256,1350
1991,Bad Boys,Xm12NSa8jsM,1559368,8138,230,329
1992,The Naked Gun 2½: The Smell of Fear,H4RssRXLWhQ,909400,997,141,78
1993,Final Destination,lP4Psj7d1ZI,1289598,5138,192,438
1994,The Ides of March,y494hUO-aw8,440291,1078,54,93
1995,Pitch Black,fIeSV4i7bxQ,1992589,3897,382,302
1996,Someone Like You...,TucEXUQsOu8,289302,1106,19,25
1997,Her,dJTU48_yghs,1693491,15702,306,1143
1998,Joy Ride,udKUOQ2czWg,750821,3400,120,318
1999,The Adventurer: The Curse of the Midas Box,oW8pxkUpXIU,1004281,1007,171,134
2000,Anywhere But Here,OMlQsrHyF3s,223210,3608,63,88
2001,The Crew,d4JnshyKOOQ,25052536,191896,7370,13857
2002,Haywire,OpffbDjWlog,1735004,3137,319,732
2003,Jaws: The Revenge,nf2K_645qtw,520699,1162,198,254
2004,Marvin's Room,ju2AN7N2_JY,237621,779,12,121
2005,The Longshots,NLM8Z7qqiXk,136259,319,14,31
2006,The End of the Affair,BF-XGy_Y2hA,860294,1074,89,89
2007,Harley Davidson and the Marlboro Man,g8K34N604Iw,366587,1217,52,65
2008,In the Valley of Elah,O2S5b9tbBYA,244483,448,28,53
2009,Coco Before Chanel,isEnyrd2Moc,992354,4330,107,169
2010,Forsaken,zO8xbYx6tco,1414485,1637,143,133
2011,Cheri,mFwzQa_OTj4,214307,513,20,32
2012,Vanity Fair,BW9WVhTGT6Y,394547,508,42,53
2013,Bodyguards and Assassins,0ThLnQBYfy0,51447,77,6,5
2014,1408,WIASqPZqnhs,2570778,10086,333,817
2015,Spaceballs,kGIM_yNzeUo,430272,1897,118,140
2016,The Water Diviner,8CkLC4Zr2Mw,4570483,8175,642,1214
2017,Ghost,8uubih798tg,1227794,7054,238,290
2018,There's Something About Mary,503D8hOfE_8,218005,1100,42,73
2019,The Santa Clause,Bx8FX7etF_8,530003,1880,111,0
2020,The Rookie,_HgC1TN8FVk,1202555,9217,246,600
2021,The Game Plan,NGS2yqWWiuk,523117,4437,88,0
2022,The Bridges of Madison County,Up-oN4NtvbM,1078753,3415,148,336
2023,The Animal,pBwcksgKcFs,908287,2593,177,142
2024,Gandhi,B7I6D3mSYTE,537905,5883,328,594
2025,The Hundred-Foot Journey,MWo67uhzoQg,1327216,9084,197,260
2026,The Net,46qKHq7REI4,925254,1711,102,408
2027,I Am Sam,ir6_2EkhzAc,981053,7099,167,545
2028,Son of God,-Hsl5UG9O_c,5684434,55328,3623,8732
2029,Underworld,2_IoL7g5Ub8,335115,2511,65,163
2030,Derailed,84mGKTTv5Gc,986442,2324,105,165
2031,The Informant!,3SooBX1-kIQ,197422,347,24,18
2032,Shadowlands,s4gBChg6AII,12700800,190475,49216,30345
2033,Deuce Bigalow: European Gigolo,DpbDbM3lmDA,16390,58,5,6
2034,Delivery Man,yGAktL45XNQ,4091278,12346,495,1205
2035,Our Kind of Traitor,yLkd0bU3EEE,1049153,3340,151,253
2036,Saving Silverman,pcUE7DtW7hw,211792,630,44,99
2037,Diary of a Wimpy Kid: Dog Days,1-ixtBsoq2M,2005590,9462,359,0
2038,Summer of Sam,0a-E4Q9CHSk,500726,1129,55,273
2039,Jay and Silent Bob Strike Back,HjDSFna_LXQ,427607,1186,61,63
2040,The Glass House,6wknrgJlv_Y,1485584,3030,197,343
2041,"Hail, Caesar!",kMqeoW3XRa0,11090577,23943,2049,2167
2042,Josie and the Pussycats,LU5bOAyDbHc,424886,2240,102,299
2043,Homefront,tjSOj8b804U,11486437,38265,1164,2735
2044,The Little Vampire,I7pnBvkF6Qc,36335,338,41,25
2045,I Heart Huckabees,2eOLOmCjRPY,415519,1252,47,118
2046,RoboCop 3,VWBo9-YtSQs,89552,558,35,116
2047,Megiddo: The Omega Code 2,m_ePpVVaE3Q,24588,125,9,12
2048,Darling Lili,GDE2uQ8m52I,14420,38,1,3
2049,Dudley Do-Right,limQX9SHaVc,152764,714,51,140
